ride_date,city,total_rides,completed_rides,cancelled_rides,total_revenue,avg_distance_km,avg_fare
2023-02-13,Hyderabad,6,5,0,544.35,6.97,90.73
2023-11-24,Hyderabad,5,4,0,441.2,6.55,88.24
2023-02-01,Chennai,10,10,0,1352.36,8.25,135.24
2023-05-27,Bangalore,13,13,0,2208.56,9.02,169.89
2024-12-17,Bangalore,14,11,0,1549.27,5.6,110.66
2024-06-02,Hyderabad,4,4,0,288.21,5.72,72.05
2024-01-17,Mumbai,11,9,0,927.75,6.35,84.34
2025-01-05,Mumbai,9,6,0,628.65,5.14,69.85
2025-09-09,Chennai,12,11,0,1467.95,7.5,122.33
2023-02-24,Delhi,9,7,0,501.23,4.6,55.69
2026-01-13,Hyderabad,4,4,0,353.22,6.09,88.31
2024-08-22,Mumbai,9,8,0,1078.71,8.17,119.86
2024-12-11,Delhi,7,4,0,268.3,3.83,38.33
2025-07-13,Delhi,5,3,0,170.73,3.2,34.15
2023-05-18,Bangalore,8,8,0,1344.48,9.15,168.06
2023-10-03,Bangalore,8,8,0,1340.95,8.89,167.62
2025-12-31,Chennai,10,9,0,1310.05,7.92,131.01
2025-09-08,Mumbai,5,3,0,243.24,3.56,48.65
2024-04-06,Delhi,12,10,0,1000.58,7.61,83.38
2024-07-10,Chennai,4,4,0,333.02,4.89,83.26
2024-07-19,Chennai,12,11,0,1626.06,7.66,135.51
2025-05-26,Delhi,6,3,0,262.9,4.38,43.82
2025-03-14,Mumbai,8,5,0,501.42,4.31,62.68
2025-06-15,Mumbai,4,3,0,291.48,5.71,72.87
2023-12-18,Mumbai,9,5,0,615.96,5.18,68.44
2025-04-13,Bangalore,11,11,0,1802.62,8.58,163.87
2025-04-17,Hyderabad,3,2,0,83.95,2.43,27.98
2025-09-27,Delhi,11,7,0,510.64,4.29,46.42
2024-10-23,Delhi,11,5,0,460.86,3.82,41.9
2025-07-07,Chennai,9,8,0,1084.7,7.04,120.52
2025-10-16,Bangalore,8,8,0,1005.76,6.49,125.72
2023-03-07,Chennai,9,7,0,1030.56,7.16,114.51
2025-01-07,Hyderabad,10,7,0,590.28,4.76,59.03
2025-04-28,Bangalore,9,7,0,973.57,5.87,108.17
2023-10-05,Mumbai,11,6,0,381.36,2.79,34.67
2025-11-10,Delhi,10,7,0,657.25,6.03,65.73
2024-02-01,Chennai,6,5,0,361.6,4.13,60.27
2025-03-31,Bangalore,9,8,0,1496.65,9.54,166.29
2024-04-11,Mumbai,5,3,0,246.78,3.7,49.36
2025-10-03,Mumbai,8,2,0,291.75,2.43,36.47
2024-10-20,Mumbai,7,5,0,553.83,5.92,79.12
2025-02-03,Delhi,9,6,0,487.2,5.41,54.13
2024-10-02,Chennai,9,9,0,1257.11,8.2,139.68
2024-04-14,Hyderabad,11,7,0,557.63,4.11,50.69
2023-09-27,Hyderabad,9,4,0,499.93,4.05,55.55
2023-03-07,Bangalore,7,7,0,1092.2,7.8,156.03
2023-10-08,Mumbai,14,9,0,756.06,3.75,54.0
2024-12-21,Hyderabad,14,10,0,891.04,4.88,63.65
2024-03-16,Mumbai,6,5,0,677.85,8.16,112.98
2025-04-28,Chennai,8,7,0,869.57,7.0,108.7
2024-06-02,Mumbai,7,5,0,554.88,6.17,79.27
2024-11-23,Hyderabad,10,8,0,881.91,7.21,88.19
2024-11-21,Chennai,13,12,0,1314.54,6.24,101.12
2023-11-02,Bangalore,8,7,0,953.52,6.55,119.19
2025-01-28,Chennai,7,7,0,958.68,8.3,136.95
2024-11-27,Bangalore,11,11,0,1759.67,8.86,159.97
2024-02-10,Chennai,8,7,0,1201.8,8.81,150.23
2024-01-07,Bangalore,14,13,0,2227.3,8.48,159.09
2025-11-29,Chennai,12,10,0,1146.91,5.94,95.58
2025-03-18,Mumbai,7,4,0,385.71,4.17,55.1
2024-01-22,Hyderabad,12,8,0,668.18,4.46,55.68
2024-05-29,Bangalore,7,7,0,946.14,7.44,135.16
2025-03-06,Bangalore,7,6,0,987.61,7.27,141.09
2026-01-12,Mumbai,4,2,0,244.17,4.51,61.04
2025-06-02,Chennai,8,6,0,885.89,6.67,110.74
2023-11-20,Hyderabad,6,4,0,394.51,5.49,65.75
2023-12-11,Delhi,9,7,0,649.4,7.22,72.16
2024-04-23,Chennai,5,5,0,757.88,8.2,151.58
2025-08-26,Bangalore,12,10,0,1285.78,5.72,107.15
2025-10-03,Hyderabad,17,15,0,1649.77,7.25,97.05
2023-03-10,Chennai,7,5,0,707.22,5.49,101.03
2025-07-11,Mumbai,11,7,0,518.91,3.56,47.17
2023-09-22,Mumbai,10,9,0,857.61,6.37,85.76
2024-01-24,Delhi,12,4,0,256.35,2.01,21.36
2023-03-30,Mumbai,8,4,0,384.39,3.59,48.05
2025-12-11,Chennai,6,6,0,1077.39,11.23,179.57
2024-10-21,Chennai,7,5,0,600.6,5.88,85.8
2025-02-27,Delhi,6,5,0,369.1,6.15,61.52
2025-02-09,Bangalore,8,8,0,948.26,6.9,118.53
2025-01-21,Chennai,6,5,0,666.17,7.08,111.03
2024-12-30,Hyderabad,4,4,0,270.75,4.98,67.69
2025-09-24,Bangalore,12,11,0,1462.27,6.4,121.86
2023-09-25,Bangalore,6,5,0,752.23,6.53,125.37
2024-10-25,Bangalore,7,7,0,670.37,5.33,95.77
2023-08-04,Delhi,10,7,0,648.84,6.19,64.88
2023-07-04,Chennai,9,7,0,1029.65,6.95,114.41
2024-08-03,Bangalore,9,7,0,1195.71,6.87,132.86
2024-08-01,Mumbai,13,10,0,1299.27,7.19,99.94
2024-06-18,Hyderabad,12,10,0,845.21,5.75,70.43
2025-07-27,Hyderabad,13,9,0,1124.1,6.49,86.47
2023-09-01,Bangalore,14,14,0,2319.58,8.64,165.68
2023-06-21,Hyderabad,11,9,0,1036.48,7.3,94.23
2025-08-01,Bangalore,10,8,0,1487.96,7.93,148.8
2023-04-25,Mumbai,6,3,0,323.1,3.85,53.85
2024-04-16,Delhi,12,9,0,671.98,5.45,56.0
2024-11-15,Delhi,10,7,0,637.65,6.12,63.77
2024-07-20,Hyderabad,10,9,0,704.07,5.8,70.41
2024-01-29,Mumbai,10,7,0,627.48,4.37,62.75
2023-02-10,Delhi,7,5,0,299.6,4.28,42.8
2024-04-07,Delhi,9,6,0,481.13,4.85,53.46
2024-04-30,Delhi,9,8,0,629.4,6.6,69.93
2025-08-15,Mumbai,7,7,0,873.96,9.03,124.85
2024-10-01,Chennai,7,7,0,1307.6,11.04,186.8
2023-04-21,Hyderabad,9,7,0,559.45,4.88,62.16
2023-03-17,Bangalore,7,6,0,1068.22,8.42,152.6
2024-11-19,Bangalore,13,12,0,1569.9,6.55,120.76
2024-07-22,Bangalore,7,7,0,1004.2,7.17,143.46
2023-07-23,Bangalore,3,2,0,224.8,3.75,74.93
2024-01-29,Bangalore,11,10,0,1144.74,5.55,104.07
2024-01-09,Hyderabad,10,5,0,508.13,3.84,50.81
2024-03-21,Mumbai,7,6,0,814.14,8.73,116.31
2023-06-05,Bangalore,11,11,0,1948.54,9.04,177.14
2023-06-02,Mumbai,11,9,0,931.26,6.32,84.66
2025-05-20,Delhi,16,12,0,1079.5,6.75,67.47
2023-11-13,Delhi,11,6,0,459.23,4.11,41.75
2023-05-14,Chennai,6,6,0,863.79,8.68,143.97
2024-07-27,Hyderabad,9,6,0,738.71,6.02,82.08
2024-11-02,Chennai,14,13,0,1643.25,6.6,117.38
2023-08-02,Chennai,6,5,0,596.24,5.83,99.37
2025-01-31,Mumbai,11,7,0,786.27,5.16,71.48
2025-10-16,Chennai,8,7,0,606.55,4.94,75.82
2025-02-28,Hyderabad,14,14,0,1412.47,8.13,100.89
2023-10-14,Bangalore,9,8,0,1010.79,6.32,112.31
2023-02-11,Hyderabad,9,8,0,782.32,6.82,86.92
2025-03-01,Chennai,7,7,0,951.84,8.3,135.98
2025-05-04,Mumbai,12,6,0,538.47,3.3,44.87
2025-04-16,Hyderabad,5,4,0,427.48,6.93,85.5
2024-11-02,Delhi,11,7,0,570.24,4.99,51.84
2024-09-19,Delhi,8,7,0,581.9,7.27,72.74
2024-04-13,Delhi,9,7,0,498.4,5.54,55.38
2024-11-09,Mumbai,9,7,0,861.03,6.67,95.67
2023-08-07,Mumbai,9,4,0,555.99,4.52,61.78
2024-07-15,Mumbai,11,9,0,874.86,6.24,79.53
2023-11-14,Delhi,11,10,0,703.7,6.4,63.97
2023-04-11,Hyderabad,6,5,0,506.05,6.3,84.34
2025-08-26,Chennai,9,8,0,735.12,5.38,81.68
2025-07-28,Chennai,13,13,0,1923.17,9.35,147.94
2024-09-01,Chennai,13,11,0,1794.29,8.29,138.02
2023-01-19,Chennai,11,11,0,1272.3,7.49,115.66
2023-02-05,Mumbai,12,6,0,509.43,2.99,42.45
2024-09-02,Hyderabad,12,11,0,1125.44,7.79,93.79
2024-10-25,Chennai,10,8,0,1152.79,6.76,115.28
2023-02-02,Chennai,8,7,0,852.49,5.98,106.56
2023-01-06,Chennai,10,9,0,1097.6,6.71,109.76
2024-11-06,Mumbai,7,5,0,502.77,5.13,71.82
2025-05-03,Bangalore,9,7,0,989.37,6.04,109.93
2024-01-12,Delhi,10,6,0,705.16,6.24,70.52
2023-05-07,Chennai,10,10,0,1485.57,8.61,148.56
2024-11-05,Mumbai,8,4,0,363.42,3.09,45.43
2026-01-02,Delhi,13,11,0,772.85,5.9,59.45
2023-05-26,Chennai,5,5,0,793.66,9.15,158.73
2023-10-01,Chennai,3,3,0,253.45,5.45,84.48
2023-08-22,Bangalore,14,13,0,1968.37,7.44,140.6
2023-03-03,Hyderabad,6,5,0,639.59,8.36,106.6
2025-10-12,Hyderabad,6,3,0,201.7,2.71,33.62
2025-01-06,Hyderabad,5,2,0,283.35,4.22,56.67
2024-01-31,Mumbai,10,6,0,372.96,3.11,37.3
2023-11-02,Chennai,9,8,0,1009.58,7.59,112.18
2025-10-31,Chennai,6,6,0,926.37,8.89,154.4
2023-10-23,Bangalore,11,11,0,1671.96,8.22,152.0
2023-09-17,Chennai,7,5,0,509.93,4.13,72.85
2025-04-02,Mumbai,9,6,0,724.83,6.02,80.54
2025-09-21,Chennai,8,6,0,584.24,4.86,73.03
2024-01-08,Bangalore,8,7,0,1254.63,8.44,156.83
2025-03-16,Delhi,11,6,0,585.75,4.64,53.25
2025-10-27,Mumbai,14,10,0,1252.59,6.61,89.47
2023-08-08,Bangalore,7,7,0,1344.4,9.6,192.06
2025-08-01,Hyderabad,5,4,0,211.15,3.22,42.23
2024-10-06,Hyderabad,8,6,0,572.43,5.69,71.55
2025-11-06,Mumbai,7,5,0,441.9,4.58,63.13
2024-03-12,Mumbai,7,6,0,554.91,6.1,79.27
2023-03-25,Bangalore,8,7,0,1094.94,7.28,136.87
2025-09-04,Bangalore,13,13,0,1900.62,7.51,146.2
2024-10-17,Mumbai,11,8,0,760.47,5.1,69.13
2023-01-18,Chennai,10,9,0,1290.55,7.79,129.06
2024-04-26,Hyderabad,5,4,0,323.07,5.43,64.61
2023-05-07,Mumbai,11,7,0,709.35,4.93,64.49
2024-01-09,Delhi,5,3,0,220.16,4.11,44.03
2023-05-06,Bangalore,10,10,0,1225.05,6.53,122.51
2023-01-12,Delhi,16,11,0,1021.44,6.0,63.84
2025-12-30,Bangalore,7,6,0,952.74,8.11,136.11
2024-10-24,Delhi,9,5,0,379.0,4.21,42.11
2023-01-10,Hyderabad,9,8,0,695.79,5.87,77.31
2023-06-20,Mumbai,10,8,0,764.43,6.1,76.44
2024-11-13,Mumbai,6,3,0,167.19,2.06,27.87
2024-09-18,Hyderabad,10,8,0,909.55,6.86,90.96
2024-10-01,Mumbai,8,6,0,801.48,7.43,100.19
2024-03-01,Bangalore,5,5,0,538.11,5.52,107.62
2025-09-22,Mumbai,14,7,0,667.74,3.78,47.7
2023-11-12,Chennai,10,9,0,717.9,4.3,71.79
2023-09-05,Hyderabad,6,6,0,797.46,10.62,132.91
2023-02-11,Delhi,9,6,0,418.56,4.27,46.51
2023-08-06,Hyderabad,7,6,0,541.28,5.94,77.33
2025-04-21,Chennai,9,9,0,1507.06,9.61,167.45
2024-06-15,Bangalore,7,6,0,575.3,4.54,82.19
2025-04-12,Hyderabad,6,6,0,705.47,8.98,117.58
2023-07-11,Delhi,5,3,0,293.4,5.87,58.68
2025-04-16,Bangalore,11,11,0,1375.35,7.03,125.03
2024-02-15,Bangalore,4,4,0,577.45,7.65,144.36
2024-05-31,Chennai,8,7,0,1008.04,7.61,126.01
2023-05-17,Mumbai,8,7,0,791.31,7.25,98.91
2025-05-07,Hyderabad,4,2,0,125.58,2.73,31.4
2023-09-25,Delhi,10,6,0,397.6,3.98,39.76
2025-05-03,Delhi,12,10,0,547.1,4.56,45.59
2025-08-04,Bangalore,11,11,0,1383.6,6.87,125.78
2023-07-30,Chennai,15,15,0,2217.86,8.56,147.86
2025-09-12,Chennai,12,12,0,1628.55,7.83,135.71
2025-05-13,Hyderabad,11,9,0,900.52,6.74,81.87
2025-12-02,Delhi,8,6,0,467.76,5.6,58.47
2025-07-31,Bangalore,10,8,0,1223.81,6.67,122.38
2024-07-06,Delhi,6,4,0,279.9,4.67,46.65
2026-01-05,Bangalore,9,6,0,782.43,4.71,86.94
2023-08-14,Mumbai,6,4,0,523.2,6.44,87.2
2025-06-30,Chennai,9,7,0,1006.79,6.9,111.87
2025-06-23,Delhi,14,8,0,805.58,5.22,57.54
2023-06-07,Bangalore,5,5,0,821.83,8.6,164.37
2023-04-04,Delhi,10,4,0,160.12,1.51,16.01
2025-11-12,Chennai,11,11,0,1216.71,6.85,110.61
2024-01-03,Delhi,9,6,0,494.98,5.25,55.0
2023-10-11,Bangalore,6,5,0,870.08,7.33,145.01
2025-08-21,Bangalore,10,10,0,1478.74,7.9,147.87
2025-12-26,Chennai,12,10,0,1219.41,6.18,101.62
2025-04-05,Mumbai,9,9,0,720.03,6.23,80.0
2025-04-21,Mumbai,7,4,0,303.12,3.28,43.3
2025-12-22,Hyderabad,6,4,0,410.64,4.83,68.44
2024-01-27,Bangalore,10,9,0,1737.94,8.85,173.79
2024-09-17,Bangalore,14,14,0,2302.42,8.54,164.46
2023-08-31,Hyderabad,9,9,0,756.71,6.05,84.08
2024-06-22,Chennai,9,9,0,1491.01,10.03,165.67
2023-01-22,Mumbai,8,6,0,401.67,4.1,50.21
2023-01-23,Mumbai,12,9,0,707.55,4.52,58.96
2025-10-09,Delhi,11,8,0,672.0,6.11,61.09
2025-12-26,Hyderabad,9,7,0,924.85,7.93,102.76
2024-03-08,Delhi,4,0,0,0.0,0.0,0.0
2026-01-19,Mumbai,10,6,0,532.8,3.92,53.28
2025-02-08,Chennai,12,12,0,1799.53,9.09,149.96
2025-07-02,Mumbai,7,5,0,613.8,6.24,87.69
2025-09-22,Hyderabad,15,11,0,1212.24,6.05,80.82
2025-01-27,Hyderabad,11,9,0,1144.42,7.76,104.04
2023-10-22,Delhi,12,8,0,676.67,5.54,56.39
2025-10-23,Mumbai,12,10,0,906.93,5.92,75.58
2025-09-17,Hyderabad,6,6,0,470.47,6.82,78.41
2023-04-20,Chennai,13,13,0,1696.94,8.0,130.53
2025-11-09,Bangalore,10,10,0,1784.46,9.46,178.45
2024-12-04,Bangalore,6,4,0,497.6,4.15,82.93
2024-03-20,Mumbai,13,9,0,1018.32,5.36,78.33
2025-02-17,Delhi,8,4,0,465.65,5.07,58.21
2023-08-17,Bangalore,10,9,0,1575.0,8.15,157.5
2023-02-16,Mumbai,12,6,0,633.93,3.63,52.83
2025-02-24,Hyderabad,8,4,0,277.55,2.77,34.69
2023-11-29,Hyderabad,14,11,0,1036.32,5.63,74.02
2025-12-18,Mumbai,6,4,0,527.52,6.39,87.92
2024-11-06,Chennai,8,7,0,1120.5,8.69,140.06
2024-05-25,Bangalore,7,7,0,884.32,6.44,126.33
2023-05-29,Mumbai,8,7,0,702.15,6.17,87.77
2023-05-27,Chennai,4,3,0,261.25,3.44,65.31
2024-03-23,Delhi,14,6,0,584.7,4.18,41.76
2025-04-09,Chennai,10,8,0,1004.52,6.17,100.45
2024-08-23,Chennai,12,10,0,1504.2,7.8,125.35
2025-12-25,Chennai,8,7,0,1079.4,8.94,134.93
2023-07-06,Hyderabad,8,6,0,643.58,5.86,80.45
2023-08-31,Delhi,9,5,0,408.1,4.53,45.34
2023-12-20,Bangalore,8,8,0,1401.61,9.25,175.2
2024-05-27,Hyderabad,9,7,0,688.03,5.4,76.45
2023-08-13,Delhi,11,5,0,325.62,2.79,29.6
2025-05-25,Chennai,6,6,0,958.14,9.78,159.69
2023-04-13,Chennai,8,7,0,1000.99,6.88,125.12
2024-10-11,Chennai,8,8,0,976.12,7.15,122.02
2024-10-16,Hyderabad,9,7,0,562.74,5.04,62.53
2024-10-05,Mumbai,8,6,0,465.93,4.37,58.24
2025-07-22,Hyderabad,16,15,0,1705.28,7.74,106.58
2024-10-19,Delhi,8,5,0,280.96,3.08,35.12
2023-06-21,Mumbai,13,8,0,828.75,4.69,63.75
2024-02-02,Bangalore,3,3,0,620.33,12.16,206.78
2024-11-29,Delhi,9,5,0,366.3,4.07,40.7
2024-03-29,Mumbai,3,1,0,138.6,3.85,46.2
2025-01-06,Chennai,10,8,0,1091.92,6.74,109.19
2025-02-06,Chennai,12,11,0,1461.56,7.18,121.8
2024-02-01,Bangalore,7,7,0,1017.72,7.61,145.39
2024-06-19,Mumbai,6,3,0,254.52,3.54,42.42
2024-05-07,Mumbai,8,7,0,680.04,6.16,85.01
2025-06-14,Chennai,9,8,0,1142.49,7.29,126.94
2023-10-24,Chennai,8,7,0,952.38,6.57,119.05
2023-05-17,Bangalore,9,7,0,1047.2,5.82,116.36
2025-05-08,Mumbai,10,8,0,1019.88,7.88,101.99
2024-12-31,Bangalore,12,12,0,1887.85,8.26,157.32
2023-11-19,Hyderabad,16,11,0,1192.56,5.9,74.54
2023-12-12,Delhi,11,11,0,679.9,6.18,61.81
2025-01-28,Mumbai,15,10,0,1226.52,5.86,81.77
2024-03-26,Hyderabad,8,5,0,671.9,5.96,83.99
2023-12-28,Delhi,7,5,0,504.2,7.2,72.03
2023-01-04,Bangalore,11,9,0,1472.9,7.06,133.9
2023-04-21,Chennai,10,9,0,928.71,5.73,92.87
2023-05-17,Chennai,10,9,0,1214.09,7.57,121.41
2023-07-27,Mumbai,9,9,0,1108.2,8.78,123.13
2024-02-14,Delhi,9,5,0,303.9,3.38,33.77
2023-09-08,Chennai,7,6,0,557.5,4.89,79.64
2025-08-05,Delhi,6,3,0,210.94,3.31,35.16
2023-04-10,Chennai,11,10,0,1358.82,7.77,123.53
2024-03-15,Chennai,9,9,0,1179.11,7.91,131.01
2023-04-02,Hyderabad,5,5,0,719.06,9.92,143.81
2023-02-09,Hyderabad,15,12,0,1296.66,6.56,86.44
2023-05-01,Hyderabad,11,7,0,653.57,5.05,59.42
2024-06-22,Mumbai,8,7,0,742.5,7.06,92.81
2023-01-02,Mumbai,7,6,0,802.08,8.62,114.58
2024-05-25,Chennai,11,11,0,1602.32,9.65,145.67
2025-10-11,Chennai,6,6,0,1009.54,9.98,168.26
2025-12-12,Bangalore,6,6,0,1397.61,11.92,232.94
2025-02-23,Delhi,10,7,0,648.6,6.11,64.86
2025-12-22,Chennai,10,9,0,1241.8,7.41,124.18
2025-02-09,Chennai,10,7,0,839.58,5.25,83.96
2023-05-02,Hyderabad,9,7,0,791.29,6.73,87.92
2023-02-05,Chennai,13,11,0,1480.63,6.97,113.89
2023-07-15,Bangalore,6,4,0,719.75,6.15,119.96
2025-05-23,Chennai,9,9,0,1313.58,8.37,145.95
2025-08-01,Chennai,8,6,0,776.4,5.33,97.05
2026-01-17,Delhi,10,5,0,343.62,3.08,34.36
2024-12-13,Bangalore,6,6,0,680.89,6.07,113.48
2024-11-25,Bangalore,5,4,0,647.35,7.05,129.47
2024-02-21,Mumbai,8,4,0,387.3,3.78,48.41
2023-12-02,Mumbai,11,7,0,840.81,5.66,76.44
2024-02-15,Mumbai,8,5,0,566.79,5.69,70.85
2025-12-14,Chennai,8,6,0,973.52,7.44,121.69
2025-04-08,Chennai,13,11,0,1542.49,6.79,118.65
2025-09-17,Delhi,11,6,0,503.84,3.66,45.8
2024-12-05,Delhi,9,8,0,646.88,6.96,71.88
2026-01-07,Chennai,10,8,0,986.09,5.83,98.61
2024-07-10,Bangalore,8,7,0,1196.72,7.74,149.59
2023-02-12,Bangalore,9,9,0,1306.67,7.73,145.19
2024-05-05,Hyderabad,13,10,0,1192.33,7.05,91.72
2024-09-17,Mumbai,6,3,0,532.8,5.92,88.8
2023-03-20,Mumbai,9,5,0,529.47,4.59,58.83
2025-04-27,Delhi,7,5,0,352.9,5.04,50.41
2023-06-22,Bangalore,10,9,0,991.91,5.11,99.19
2023-06-28,Hyderabad,12,10,0,960.49,6.32,80.04
2024-02-03,Delhi,10,4,0,378.16,3.44,37.82
2025-04-12,Chennai,11,11,0,1599.93,8.51,145.45
2024-03-08,Chennai,6,6,0,701.12,7.37,116.85
2023-12-01,Hyderabad,8,6,0,393.66,3.86,49.21
2025-05-15,Hyderabad,8,8,0,630.0,6.22,78.75
2024-10-14,Hyderabad,10,5,0,410.06,3.16,41.01
2024-05-02,Delhi,10,5,0,554.9,5.55,55.49
2024-07-08,Hyderabad,11,8,0,797.36,6.12,72.49
2025-09-15,Mumbai,8,5,0,268.86,2.59,33.61
2023-04-06,Delhi,12,9,0,1066.92,8.08,88.91
2024-04-17,Delhi,11,6,0,565.9,5.14,51.45
2024-08-29,Hyderabad,12,10,0,1007.58,6.46,83.97
2023-12-10,Chennai,11,7,0,945.26,5.04,85.93
2024-05-05,Mumbai,10,8,0,819.48,6.12,81.95
2025-04-03,Hyderabad,9,5,0,393.91,3.45,43.77
2025-06-08,Chennai,18,14,0,2026.91,6.79,112.61
2025-11-13,Mumbai,4,2,0,105.84,1.9,26.46
2024-02-02,Mumbai,9,3,0,321.72,2.98,35.75
2024-07-23,Chennai,7,7,0,883.08,7.37,126.15
2025-04-09,Delhi,9,3,0,222.1,2.47,24.68
2023-05-02,Bangalore,8,6,0,954.44,6.57,119.31
2023-02-04,Mumbai,16,8,0,582.48,2.7,36.41
2024-01-10,Mumbai,12,6,0,793.08,4.98,66.09
2025-11-04,Mumbai,9,7,0,530.43,4.29,58.94
2025-08-06,Chennai,13,10,0,1447.29,6.51,111.33
2023-03-23,Delhi,9,6,0,386.4,4.29,42.93
2023-03-29,Hyderabad,11,9,0,890.34,6.5,80.94
2023-10-25,Bangalore,6,6,0,963.71,8.3,160.62
2024-01-31,Hyderabad,8,6,0,452.76,4.75,56.6
2025-02-07,Hyderabad,10,6,0,564.83,4.57,56.48
2023-01-17,Chennai,13,13,0,1621.82,7.48,124.76
2024-06-13,Mumbai,12,11,0,1203.96,7.12,100.33
2025-05-09,Mumbai,8,6,0,678.09,6.09,84.76
2025-08-23,Delhi,4,3,0,303.19,6.32,75.8
2023-03-23,Hyderabad,7,3,0,297.27,3.57,42.47
2023-11-07,Delhi,5,4,0,358.2,7.16,71.64
2025-05-07,Bangalore,11,10,0,1582.06,7.45,143.82
2023-02-22,Mumbai,9,5,0,520.32,4.14,57.81
2024-09-01,Delhi,11,5,0,369.9,3.36,33.63
2023-12-30,Mumbai,6,3,0,293.16,3.63,48.86
2025-03-04,Bangalore,13,12,0,1831.49,7.82,140.88
2024-04-18,Mumbai,5,2,0,230.25,3.07,46.05
2024-11-01,Delhi,13,9,0,715.37,5.3,55.03
2025-08-12,Mumbai,5,3,0,428.22,5.98,85.64
2024-09-21,Hyderabad,9,8,0,587.12,5.3,65.24
2023-05-20,Mumbai,10,8,0,880.59,6.28,88.06
2023-11-13,Bangalore,8,8,0,1083.16,6.82,135.4
2025-07-03,Mumbai,12,11,0,1091.7,6.59,90.98
2023-08-15,Mumbai,5,1,0,193.2,2.58,38.64
2025-05-01,Mumbai,9,5,0,622.98,5.38,69.22
2023-02-08,Bangalore,7,7,0,900.02,6.74,128.57
2023-10-29,Chennai,13,11,0,1425.51,7.42,109.65
2025-10-29,Bangalore,11,10,0,1672.3,8.24,152.03
2024-12-23,Bangalore,6,5,0,590.09,5.38,98.35
2023-02-28,Hyderabad,4,4,0,448.46,8.42,112.12
2023-01-12,Chennai,11,10,0,1046.94,5.96,95.18
2024-10-09,Delhi,12,7,0,550.22,4.5,45.85
2024-01-27,Hyderabad,7,6,0,579.43,6.65,82.78
2024-01-22,Bangalore,8,7,0,1365.21,9.32,170.65
2025-07-18,Delhi,14,8,0,611.33,4.06,43.67
2023-01-21,Mumbai,11,8,0,939.15,6.18,85.38
2023-03-25,Mumbai,10,7,0,647.79,4.86,64.78
2023-02-22,Delhi,7,7,0,486.94,6.74,69.56
2025-07-06,Bangalore,5,5,0,617.05,6.85,123.41
2023-12-07,Mumbai,8,3,0,344.46,3.41,43.06
2025-04-02,Hyderabad,4,4,0,360.93,6.99,90.23
2024-12-08,Bangalore,11,8,0,1032.56,4.9,93.87
2025-07-26,Chennai,9,9,0,980.93,6.3,108.99
2024-11-05,Chennai,6,5,0,562.86,5.18,93.81
2024-01-04,Hyderabad,6,6,0,540.77,7.53,90.13
2025-06-30,Mumbai,10,8,0,904.08,7.08,90.41
2025-09-09,Delhi,10,8,0,716.4,7.16,71.64
2025-09-15,Delhi,18,7,0,733.14,3.64,40.73
2025-01-08,Hyderabad,12,12,0,1208.45,7.59,100.7
2024-10-13,Hyderabad,11,6,0,620.31,4.57,56.39
2024-12-28,Chennai,14,13,0,1932.19,8.38,138.01
2025-04-18,Chennai,6,5,0,500.18,4.99,83.36
2025-10-03,Chennai,4,4,0,638.42,10.54,159.61
2023-06-16,Delhi,10,9,0,496.6,4.97,49.66
2025-06-08,Delhi,7,5,0,381.0,5.44,54.43
2023-02-27,Delhi,10,5,0,499.3,4.99,49.93
2024-08-12,Delhi,12,6,0,465.2,3.88,38.77
2023-05-29,Chennai,7,6,0,730.65,6.68,104.38
2025-08-11,Delhi,12,6,0,521.85,4.22,43.49
2023-11-14,Mumbai,10,8,0,923.52,7.44,92.35
2024-10-18,Delhi,6,5,0,423.8,7.06,70.63
2023-10-13,Delhi,7,4,0,203.17,2.77,29.02
2024-11-16,Bangalore,10,10,0,1727.26,9.34,172.73
2025-08-15,Bangalore,8,7,0,1103.9,7.1,137.99
2023-03-27,Chennai,12,11,0,1522.43,7.41,126.87
2023-03-09,Mumbai,11,10,0,1083.15,7.32,98.47
2024-10-22,Chennai,9,9,0,1111.92,7.31,123.55
2024-03-31,Mumbai,8,4,0,379.71,3.49,47.46
2023-02-17,Delhi,11,10,0,683.4,5.81,62.13
2024-05-26,Mumbai,9,6,0,763.62,5.94,84.85
2025-05-07,Chennai,17,15,0,1895.13,6.83,111.48
2023-11-11,Chennai,10,10,0,1466.13,8.69,146.61
2023-09-06,Mumbai,12,8,0,755.01,4.67,62.92
2024-04-03,Delhi,9,5,0,482.92,5.03,53.66
2024-01-26,Mumbai,12,8,0,977.94,5.95,81.5
2024-03-05,Hyderabad,7,5,0,428.1,5.19,61.16
2023-09-11,Mumbai,10,9,0,1076.31,8.15,107.63
2024-09-29,Delhi,14,6,0,618.85,4.13,44.2
2025-03-20,Delhi,7,5,0,294.2,4.2,42.03
2025-05-11,Bangalore,9,9,0,1654.33,9.53,183.81
2024-10-07,Chennai,16,11,0,1476.24,5.61,92.27
2024-12-11,Hyderabad,7,6,0,605.18,6.57,86.45
2024-04-21,Hyderabad,9,8,0,795.39,6.82,88.38
2024-10-13,Delhi,6,5,0,432.6,7.21,72.1
2024-07-03,Delhi,9,7,0,744.85,7.7,82.76
2025-10-21,Chennai,9,8,0,871.38,5.76,96.82
2025-08-14,Bangalore,7,7,0,1257.69,9.78,179.67
2024-03-21,Delhi,10,9,0,892.28,8.39,89.23
2023-10-02,Chennai,10,9,0,887.34,5.51,88.73
